Company name,Booth,Website,Website link,Company info
WORLD BANK GROUP,B2-R09,http://www.worldbank.org,http://www.worldbank.org,"As the worlds largest multilateral source of financing for water in developing countries, the World Bank is committed to achieving the vision of A Water-Secure World for All. Through its Water Global Practice, the World Bank provides large-scale financing, and the collective knowledge of over 300 technical experts in over 60 countries, promoting sustainable water and sanitation solutions that ensure no one is left behind  and helping countries to strengthen capacity and institutions, service delivery and water resources management. The World Banks water portfolio currently covers 169 projects worth US$27 billion in lending and technical expertise."
WORLD SCIENTIFIC PUBLISHING CO PTE LTD,L1-Q40,http://www.worldscientific.com,http://www.worldscientific.com,"World Scientific Publishing is a leading international independent publisher of books and journals for the scholarly, research and professional communities. World Scientific collaborates with prestigious organisations like the Nobel Foundation and US National Academies Press to bring high quality academic and professional content to researchers and academics worldwide. The company publishes about 600 books annually and 135 journals in various fields. To find out more about World Scientific, please visit www.worldscientific.com."
W-RIX LTD,-,http://www.waterix.com,http://www.waterix.com,"Waterix®, a product brand of W-Rix Ltd, develops and manufactures devices for the treatment of municipal and industrial sewage and process water cooling with an eye on the eco-friendliness of the products.
Waterix® key products are AIRIT® surface aerators, MIXIT® mixers, DENIT combination devices and COOLIT® coolers. 
COOLIT® is a floating spray cooler designed for hot industrial process water.  It can manage industrial wastewater, process liquids or power plant condensed water. Based on evaporation of water into the air, COOLIT® spray coolers have been developed to effectively cool hot industrial water and liquids."
"XIAMEN KELUNGDE ENV. ENGINEERING CO., LTD",B2-J02,http://www.kelungde.com,http://www.kelungde.com,"Xiamen Kelungde Env. Engineering Co., Ltd., founded in the year of 1998 & located in Xiamen City of China, is specialized in the development & manufacture of on-line water analyzer, water sampler, datalogger & software system. Its water analyzers are suitable for monitoring the concentration of NH3-N, NO2-N, NO3-N, TN, COD, PO4-P, TP, Cu, Cr, Ni, Pb, Cd, Zn, As, Cn, Mn, S2-, volatile phenol & many more in water sample. They are applicable for several types of water such as industrial or municipal waste water, surface water (rivers & lakes), sea water, aquaculture, process water & ground water."
XYLEM,B2-F20,http://www.xylem.com,http://www.xylem.com,"Xylem (XYL) is a leading global water technology company committed to developing innovative technology solutions to the worlds water challenges. The Companys products and services move, treat, analyze, monitor and return water to the environment in public utility, industrial, residential and commercial building services settings. Xylem also provides a leading portfolio of smart metering, network technologies and advanced infrastructure analytics solutions for water, electric and gas utilities. The Companys more than 16,500 employees bring broad applications expertise with a strong focus on identifying comprehensive, sustainable solutions. Headquartered in Rye Brook, New York, Xylem does business in more than 150 countries."
"YIXING BLUWAT CHEMICALS CO., LTD",L1-R18,http://www.bluwat.com.cn,http://www.bluwat.com.cn,"BLUWAT CHEMICALS is your reliable water treatment chemicals suppliers in China since 2000. We manufacture different flocculants and coagulants like BWD-01 water decoloring agent, Polyacrylamide, Poly Aluminium Chloride, Polydadmac and Polyamine etc. Our products are widely used for different industries such as textile & dyeing, paper industry, mining, oil drilling. 
Contact: Ken Ling             
Email: lks@bluwat.com.cn
Website: www.bluwat.com.cn"
"YIXING PIONIERE ENVIRONMENTAL PROTECTION EQUIPMENT CO.,LTD",B2-N29,http://www.pioniere.cn/,http://www.pioniere.cn/,"Yixing Pioniere, established in 2012, is specialized in manufacturing, developing and
marketing of multi-disc sludge dewatering equipment and related wastewater treatment
system. With the spirit High Quality, Fast Service, and against strong technical force,
sophisticated equipment, prompt and comprehensive service, we believe we can be your
best long-term cooperator."
YOKOHAMA WATER BUSINESS ASSOCIATION,B2-T05,http://www.city.yokohama.lg.jp/kankyo/gesui/ywbc/about-en.html,http://www.city.yokohama.lg.jp/kankyo/gesui/ywbc/about-en.html,"Yokohama Water Business Association(YWBA), set up in 2011 by private companies related to water business and City of Yokohama. YWBA contributes to water supply and sewage utilities overseas with advanced technology of private sector and knowhow of public sector. 
The private sector corporations of YWBA have high levels of environmental-related technology. And also City of Yokohama has much experience in business administration, etc., that it has built up over the years as the birth place of the first modern water supply and sewage system in Japan.
YWBA, public-private organization will contribute to solving the water-related
problems in the world."
YOSHIZAWA LIME INDUSTRY,B2-P26,http://www.yoshizawa.co.jp,http://www.yoshizawa.co.jp,"Yoshizawa Lime Industry is on the frontline of production, innovation, and export of the lime-based materials in Japan. Founded in 1873, the company has been continuously developed throughout its history. Our mission is commitment to the innovation and close collaborations with the other industries to meet domestic and international demands using cutting-edge technologies. Recruiting outstanding professional staff is premise of our value to remain as frontier in the lime manufacturing. Our vision is the highest quality products in a reasonable price. As consequence, all of our products have been well-recognized worldwide."
"ZHEJIANG PARKSON WATER INDUSTRY EQUIPMENT STOCK CO.,LTD",B2-P33,http://www.passhz.com,http://www.passhz.com,"Parkson water industry was established in 2006, committed to the development and production of water treatment products. Parkson has become the World-Class supplier of water treatment products after more than 10 years development. We provide the solution of pipe system connection and filtration system ( filter housings, filter cartridges) which in the application of industrial water treatment, seawater desalination treatment, industrial waste water treatment and others water treatment areas. 

Parkson adhere to the advanced technology, provide more economical and reliable water treatment products solutions for more than 500 clients in the Worldwide, ensure the daily 80 million tons of water"
